date,period,p_actual,p_GE,p_IB,p_GN,p_HC,regime,mp_GE,mp_IB,mp_GN,mp_HC
2024-06-09,20,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-09,21,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-09,22,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-09,23,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-09,24,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-10,1,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-10,13,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-10,14,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-10,15,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-10,16,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-10,17,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-10,18,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-10,19,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-11,1,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-11,2,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-11,3,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-11,4,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-11,5,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-11,10,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-11,11,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-11,12,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-11,13,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-11,14,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-11,15,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-11,16,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-11,17,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-11,18,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-11,19,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-11,20,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-11,21,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-11,22,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-11,23,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-11,24,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-12,1,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-12,2,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-12,4,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-12,12,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-12,13,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-12,14,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-12,15,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-12,16,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-12,17,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-12,18,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-12,19,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-12,20,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-12,21,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-12,22,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-12,23,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-12,24,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-13,1,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-13,10,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-13,11,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-13,12,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-13,13,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-13,14,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-13,15,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-13,16,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-13,17,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-13,18,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-13,19,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-13,21,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-13,23,0.0,0.0,0.0,0.0,0.0,pre-IDA,0.0,0.0,0.0,0.0
2024-06-14,1,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-14,11,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-14,12,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-14,13,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-14,14,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-14,15,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-14,16,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-14,17,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-14,18,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-14,19,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-14,20,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-14,21,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-14,22,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-14,23,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-14,24,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-15,1,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-15,9,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-15,10,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-15,11,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-15,12,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-15,13,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-15,14,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-15,15,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-15,16,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-15,17,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-15,18,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-15,19,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-15,20,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-15,21,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-15,22,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-16,1,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-16,9,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-16,10,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-16,11,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-16,12,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-16,13,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-16,14,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-16,15,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-16,16,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-16,17,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-16,18,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-16,19,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-16,20,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-16,21,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-17,1,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-17,2,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-17,3,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-17,4,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-17,5,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-17,10,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-17,11,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-17,12,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-17,13,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-17,14,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-17,15,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-17,16,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-17,17,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-17,18,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-17,19,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-17,20,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-17,21,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-17,22,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-17,23,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-18,1,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-18,4,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-18,10,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-18,11,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-18,12,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-18,13,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-18,14,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-18,15,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-18,16,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-18,17,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-18,18,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-18,19,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-18,20,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-18,21,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-19,1,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-19,10,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-19,11,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-19,12,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-19,13,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-19,14,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-19,15,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-19,16,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-19,17,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-19,18,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-19,19,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-19,20,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-19,21,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-19,23,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-20,1,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-20,2,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-20,3,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-20,4,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-20,5,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-20,10,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-20,11,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-20,12,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-20,13,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-20,14,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-20,15,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-20,16,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-20,17,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-20,18,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-20,19,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-20,20,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-20,21,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-20,22,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-20,23,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-20,24,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-21,1,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-21,2,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-21,3,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-21,4,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-21,5,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-21,7,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-21,8,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-21,9,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-21,10,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-21,11,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-21,12,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-21,13,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-21,14,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-21,15,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-21,16,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-21,17,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-21,18,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-21,19,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-21,20,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-21,21,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
2024-06-21,22,0.0,0.0,0.0,0.0,0.0,3-sess,0.0,0.0,0.0,0.0
