date,period,p_actual,p_synth,market_power_eur_mwh,year,month_id
2024-06-06,2,0.0,0.0,0.0,2024,6
2024-06-06,3,0.0,0.0,0.0,2024,6
2024-06-06,4,0.0,0.0,0.0,2024,6
2024-06-06,5,0.0,0.0,0.0,2024,6
2024-06-06,6,0.0,,,2024,6
2024-06-06,9,0.0,,,2024,6
2024-06-06,10,0.0,,,2024,6
2024-06-06,11,0.0,,,2024,6
2024-06-06,12,0.0,,,2024,6
2024-06-06,13,0.0,,,2024,6
2024-06-06,14,0.0,,,2024,6
2024-06-06,15,0.0,,,2024,6
2024-06-06,16,0.0,,,2024,6
2024-06-06,17,0.0,,,2024,6
2024-06-06,18,0.0,,,2024,6
2024-06-06,19,0.0,,,2024,6
2024-06-06,20,0.0,,,2024,6
2024-06-06,21,0.0,,,2024,6
2024-06-06,22,0.0,,,2024,6
2024-06-06,23,0.0,,,2024,6
2024-06-06,24,0.0,,,2024,6
2024-06-07,1,0.0,0.0,0.0,2024,6
2024-06-07,2,0.0,0.0,0.0,2024,6
2024-06-07,3,0.0,0.0,0.0,2024,6
2024-06-07,4,0.0,0.0,0.0,2024,6
2024-06-07,5,0.0,0.0,0.0,2024,6
2024-06-07,6,0.0,,,2024,6
2024-06-07,10,0.0,,,2024,6
2024-06-07,11,0.0,,,2024,6
2024-06-07,12,0.0,,,2024,6
2024-06-07,13,0.0,,,2024,6
2024-06-07,14,0.0,,,2024,6
2024-06-07,15,0.0,,,2024,6
2024-06-07,16,0.0,,,2024,6
2024-06-07,17,0.0,,,2024,6
2024-06-07,18,0.0,,,2024,6
2024-06-07,20,0.0,,,2024,6
2024-06-07,21,0.0,,,2024,6
2024-06-07,22,0.0,,,2024,6
2024-06-07,23,0.0,,,2024,6
2024-06-07,24,0.0,,,2024,6
2024-06-08,1,0.0,0.0,0.0,2024,6
2024-06-08,2,0.0,0.0,0.0,2024,6
2024-06-08,3,0.0,0.0,0.0,2024,6
2024-06-08,4,0.0,0.0,0.0,2024,6
2024-06-08,5,0.0,0.0,0.0,2024,6
2024-06-08,9,0.0,,,2024,6
2024-06-08,10,0.0,0.0,0.0,2024,6
2024-06-08,11,0.0,0.0,0.0,2024,6
2024-06-08,12,0.0,0.0,0.0,2024,6
2024-06-08,13,0.0,0.0,0.0,2024,6
2024-06-08,14,0.0,0.0,0.0,2024,6
2024-06-08,15,0.0,0.0,0.0,2024,6
2024-06-08,16,0.0,0.0,0.0,2024,6
2024-06-08,17,0.0,0.0,0.0,2024,6
2024-06-08,18,0.0,0.0,0.0,2024,6
2024-06-08,19,0.0,,,2024,6
2024-06-08,20,0.0,,,2024,6
2024-06-08,21,0.0,,,2024,6
2024-06-08,22,0.0,,,2024,6
2024-06-08,23,0.0,,,2024,6
2024-06-08,24,0.0,0.0,0.0,2024,6
2024-06-09,1,0.0,0.0,0.0,2024,6
2024-06-09,2,0.0,0.0,0.0,2024,6
2024-06-09,3,0.0,0.0,0.0,2024,6
2024-06-09,4,0.0,0.0,0.0,2024,6
2024-06-09,5,0.0,0.0,0.0,2024,6
2024-06-09,6,0.0,,,2024,6
2024-06-09,7,0.0,,,2024,6
2024-06-09,8,0.0,,,2024,6
2024-06-09,9,0.0,0.0,0.0,2024,6
2024-06-09,10,0.0,0.0,0.0,2024,6
2024-06-09,11,0.0,0.0,0.0,2024,6
2024-06-09,12,0.0,0.0,0.0,2024,6
2024-06-09,13,0.0,0.0,0.0,2024,6
2024-06-09,14,0.0,0.0,0.0,2024,6
2024-06-09,15,0.0,0.0,0.0,2024,6
2024-06-09,16,0.0,0.0,0.0,2024,6
2024-06-09,17,0.0,0.0,0.0,2024,6
2024-06-09,18,0.0,0.0,0.0,2024,6
2024-06-09,19,0.0,0.0,0.0,2024,6
2024-06-09,20,0.0,0.0,0.0,2024,6
2024-06-09,21,0.0,0.0,0.0,2024,6
2024-06-09,22,0.0,0.0,0.0,2024,6
2024-06-09,23,0.0,0.0,0.0,2024,6
2024-06-09,24,0.0,0.0,0.0,2024,6
2024-06-10,1,0.0,0.0,0.0,2024,6
2024-06-10,2,0.0,0.0,0.0,2024,6
2024-06-10,3,0.0,0.0,0.0,2024,6
2024-06-10,4,0.0,0.0,0.0,2024,6
2024-06-10,5,0.0,0.0,0.0,2024,6
2024-06-10,9,0.0,,,2024,6
2024-06-10,10,0.0,,,2024,6
2024-06-10,11,0.0,,,2024,6
2024-06-10,12,0.0,,,2024,6
2024-06-10,13,0.0,0.0,0.0,2024,6
2024-06-10,14,0.0,0.0,0.0,2024,6
2024-06-10,15,0.0,0.0,0.0,2024,6
2024-06-10,16,0.0,,,2024,6
2024-06-10,17,0.0,0.0,0.0,2024,6
2024-06-10,18,0.0,0.0,0.0,2024,6
2024-06-10,19,0.0,,,2024,6
2024-06-10,20,0.0,,,2024,6
2024-06-10,21,0.0,,,2024,6
2024-06-10,22,0.0,,,2024,6
2024-06-10,23,0.0,,,2024,6
2024-06-10,24,0.0,,,2024,6
2024-06-11,1,0.0,0.0,0.0,2024,6
2024-06-11,2,0.0,0.0,0.0,2024,6
2024-06-11,3,0.0,0.0,0.0,2024,6
2024-06-11,4,0.0,0.0,0.0,2024,6
2024-06-11,5,0.0,0.0,0.0,2024,6
2024-06-11,6,0.0,,,2024,6
2024-06-11,7,0.0,,,2024,6
2024-06-11,8,0.0,,,2024,6
2024-06-11,9,0.0,,,2024,6
2024-06-11,10,0.0,,,2024,6
2024-06-11,11,0.0,0.0,0.0,2024,6
2024-06-11,12,0.0,0.0,0.0,2024,6
2024-06-11,13,0.0,0.0,0.0,2024,6
2024-06-11,14,0.0,0.0,0.0,2024,6
2024-06-11,15,0.0,0.0,0.0,2024,6
2024-06-11,16,0.0,0.0,0.0,2024,6
2024-06-11,17,0.0,0.0,0.0,2024,6
2024-06-11,18,0.0,0.0,0.0,2024,6
2024-06-11,19,0.0,0.0,0.0,2024,6
2024-06-11,20,0.0,0.0,0.0,2024,6
2024-06-11,21,0.0,0.0,0.0,2024,6
2024-06-11,22,0.0,,,2024,6
2024-06-11,23,0.0,0.0,0.0,2024,6
2024-06-11,24,0.0,0.0,0.0,2024,6
2024-06-12,1,0.0,0.0,0.0,2024,6
2024-06-12,2,0.0,0.0,0.0,2024,6
2024-06-12,3,0.0,0.0,0.0,2024,6
2024-06-12,4,0.0,0.0,0.0,2024,6
2024-06-12,5,0.0,0.0,0.0,2024,6
2024-06-12,6,0.0,,,2024,6
2024-06-12,7,0.0,,,2024,6
2024-06-12,8,0.0,,,2024,6
2024-06-12,9,0.0,,,2024,6
2024-06-12,10,0.0,0.0,0.0,2024,6
2024-06-12,11,0.0,,,2024,6
2024-06-12,12,0.0,0.0,0.0,2024,6
2024-06-12,13,0.0,0.0,0.0,2024,6
2024-06-12,14,0.0,0.0,0.0,2024,6
2024-06-12,15,0.0,0.0,0.0,2024,6
2024-06-12,16,0.0,0.0,0.0,2024,6
2024-06-12,17,0.0,0.0,0.0,2024,6
2024-06-12,18,0.0,0.0,0.0,2024,6
2024-06-12,19,0.0,0.0,0.0,2024,6
2024-06-12,20,0.0,0.0,0.0,2024,6
2024-06-12,21,0.0,0.0,0.0,2024,6
2024-06-12,22,0.0,0.0,0.0,2024,6
2024-06-12,23,0.0,0.0,0.0,2024,6
2024-06-12,24,0.0,0.0,0.0,2024,6
2024-06-13,1,0.0,0.0,0.0,2024,6
2024-06-13,2,0.0,0.0,0.0,2024,6
2024-06-13,3,0.0,0.0,0.0,2024,6
2024-06-13,4,0.0,0.0,0.0,2024,6
2024-06-13,5,0.0,0.0,0.0,2024,6
2024-06-13,6,0.0,,,2024,6
2024-06-13,8,0.0,,,2024,6
2024-06-13,9,0.0,,,2024,6
2024-06-13,10,0.0,0.0,0.0,2024,6
2024-06-13,11,0.0,,,2024,6
2024-06-13,12,0.0,0.0,0.0,2024,6
2024-06-13,13,0.0,0.0,0.0,2024,6
2024-06-13,14,0.0,0.0,0.0,2024,6
2024-06-13,15,0.0,0.0,0.0,2024,6
2024-06-13,16,0.0,0.0,0.0,2024,6
2024-06-13,17,0.0,0.0,0.0,2024,6
2024-06-13,18,0.0,0.0,0.0,2024,6
2024-06-13,19,0.0,,,2024,6
2024-06-13,20,0.0,,,2024,6
2024-06-13,21,0.0,,,2024,6
2024-06-13,22,0.0,,,2024,6
2024-06-13,23,0.0,,,2024,6
2024-06-13,24,0.0,,,2024,6
2024-06-14,1,0.0,0.0,0.0,2024,6
2024-06-14,3,0.0,0.0,0.0,2024,6
2024-06-14,4,0.0,0.0,0.0,2024,6
2024-06-14,5,0.0,0.0,0.0,2024,6
2024-06-14,10,0.0,,,2024,6
2024-06-14,11,0.0,0.0,0.0,2024,6
2024-06-14,12,0.0,0.0,0.0,2024,6
2024-06-14,13,0.0,0.0,0.0,2024,6
2024-06-14,14,0.0,0.0,0.0,2024,6
2024-06-14,15,0.0,0.0,0.0,2024,6
2024-06-14,16,0.0,0.0,0.0,2024,6
2024-06-14,17,0.0,0.0,0.0,2024,6
2024-06-14,18,0.0,0.0,0.0,2024,6
2024-06-14,19,0.0,0.0,0.0,2024,6
2024-06-14,20,0.0,,,2024,6
2024-06-14,21,0.0,,,2024,6
2024-06-14,22,0.0,,,2024,6
2024-06-14,23,0.0,,,2024,6
2024-06-14,24,0.0,0.0,0.0,2024,6
2024-06-15,1,0.0,0.0,0.0,2024,6
2024-06-15,2,0.0,0.0,0.0,2024,6
2024-06-15,3,0.0,0.0,0.0,2024,6
2024-06-15,4,0.0,0.0,0.0,2024,6
2024-06-15,5,0.0,0.0,0.0,2024,6
2024-06-15,8,0.0,,,2024,6
2024-06-15,9,0.0,0.0,0.0,2024,6
2024-06-15,10,0.0,0.0,0.0,2024,6
2024-06-15,11,0.0,0.0,0.0,2024,6
2024-06-15,12,0.0,0.0,0.0,2024,6
2024-06-15,13,0.0,0.0,0.0,2024,6
2024-06-15,14,0.0,0.0,0.0,2024,6
2024-06-15,15,0.0,0.0,0.0,2024,6
2024-06-15,16,0.0,0.0,0.0,2024,6
2024-06-15,17,0.0,0.0,0.0,2024,6
2024-06-15,18,0.0,0.0,0.0,2024,6
2024-06-15,19,0.0,0.0,0.0,2024,6
2024-06-15,20,0.0,0.0,0.0,2024,6
2024-06-15,21,0.0,0.0,0.0,2024,6
2024-06-15,22,0.0,,,2024,6
2024-06-15,23,0.0,,,2024,6
2024-06-15,24,0.0,,,2024,6
2024-06-16,1,0.0,0.0,0.0,2024,6
2024-06-16,2,0.0,,,2024,6
2024-06-16,3,0.0,,,2024,6
2024-06-16,4,0.0,,,2024,6
2024-06-16,5,0.0,,,2024,6
2024-06-16,8,0.0,,,2024,6
2024-06-16,9,0.0,,,2024,6
2024-06-16,10,0.0,,,2024,6
2024-06-16,11,0.0,,,2024,6
2024-06-16,12,0.0,0.0,0.0,2024,6
2024-06-16,13,0.0,0.0,0.0,2024,6
2024-06-16,14,0.0,0.0,0.0,2024,6
2024-06-16,15,0.0,0.0,0.0,2024,6
2024-06-16,16,0.0,0.0,0.0,2024,6
2024-06-16,17,0.0,0.0,0.0,2024,6
2024-06-16,18,0.0,0.0,0.0,2024,6
2024-06-16,19,0.0,,,2024,6
2024-06-16,20,0.0,,,2024,6
2024-06-16,21,0.0,,,2024,6
2024-06-16,22,0.0,,,2024,6
2024-06-16,23,0.0,,,2024,6
2024-06-16,24,0.0,,,2024,6
2024-06-17,1,0.0,0.0,0.0,2024,6
2024-06-17,2,0.0,,,2024,6
2024-06-17,3,0.0,,,2024,6
2024-06-17,4,0.0,,,2024,6
2024-06-17,5,0.0,,,2024,6
2024-06-17,6,0.0,,,2024,6
2024-06-17,8,0.0,,,2024,6
2024-06-17,9,0.0,,,2024,6
2024-06-17,10,0.0,,,2024,6
2024-06-17,11,0.0,,,2024,6
2024-06-17,12,0.0,,,2024,6
2024-06-17,13,0.0,,,2024,6
2024-06-17,14,0.0,,,2024,6
2024-06-17,15,0.0,,,2024,6
2024-06-17,16,0.0,,,2024,6
2024-06-17,17,0.0,,,2024,6
2024-06-17,18,0.0,,,2024,6
2024-06-17,19,0.0,,,2024,6
2024-06-17,20,0.0,,,2024,6
2024-06-17,21,0.0,,,2024,6
2024-06-17,22,0.0,,,2024,6
2024-06-17,23,0.0,,,2024,6
2024-06-17,24,0.0,,,2024,6
2024-06-18,1,0.0,0.0,0.0,2024,6
2024-06-18,2,0.0,,,2024,6
2024-06-18,3,0.0,,,2024,6
2024-06-18,4,0.0,,,2024,6
2024-06-18,5,0.0,,,2024,6
2024-06-18,6,0.0,,,2024,6
2024-06-18,7,0.0,,,2024,6
2024-06-18,8,0.0,,,2024,6
2024-06-18,9,0.0,,,2024,6
2024-06-18,10,0.0,,,2024,6
2024-06-18,11,0.0,,,2024,6
2024-06-18,12,0.0,,,2024,6
2024-06-18,13,0.0,,,2024,6
2024-06-18,14,0.0,,,2024,6
2024-06-18,15,0.0,,,2024,6
2024-06-18,16,0.0,,,2024,6
2024-06-18,17,0.0,,,2024,6
2024-06-18,18,0.0,,,2024,6
2024-06-18,19,0.0,,,2024,6
2024-06-18,20,0.0,,,2024,6
2024-06-18,21,0.0,,,2024,6
2024-06-18,22,0.0,,,2024,6
2024-06-18,23,0.0,,,2024,6
2024-06-18,24,0.0,,,2024,6
2024-06-19,1,0.0,0.0,0.0,2024,6
2024-06-19,2,0.0,,,2024,6
2024-06-19,3,0.0,,,2024,6
2024-06-19,4,0.0,,,2024,6
2024-06-19,5,0.0,,,2024,6
2024-06-19,6,0.0,,,2024,6
2024-06-19,8,0.0,,,2024,6
2024-06-19,9,0.0,,,2024,6
2024-06-19,10,0.0,,,2024,6
2024-06-19,11,0.0,,,2024,6
2024-06-19,12,0.0,,,2024,6
2024-06-19,13,0.0,,,2024,6
2024-06-19,14,0.0,,,2024,6
2024-06-19,15,0.0,,,2024,6
2024-06-19,16,0.0,,,2024,6
2024-06-19,17,0.0,,,2024,6
2024-06-19,18,0.0,,,2024,6
2024-06-19,19,0.0,,,2024,6
2024-06-19,20,0.0,,,2024,6
2024-06-19,21,0.0,,,2024,6
2024-06-19,22,0.0,,,2024,6
2024-06-19,23,0.0,,,2024,6
2024-06-19,24,0.0,,,2024,6
2024-06-20,1,0.0,0.0,0.0,2024,6
2024-06-20,2,0.0,,,2024,6
2024-06-20,3,0.0,,,2024,6
2024-06-20,4,0.0,,,2024,6
2024-06-20,5,0.0,,,2024,6
2024-06-20,6,0.0,,,2024,6
2024-06-20,7,0.0,,,2024,6
2024-06-20,8,0.0,,,2024,6
2024-06-20,9,0.0,,,2024,6
2024-06-20,10,0.0,,,2024,6
2024-06-20,11,0.0,,,2024,6
2024-06-20,12,0.0,,,2024,6
2024-06-20,13,0.0,,,2024,6
2024-06-20,14,0.0,,,2024,6
2024-06-20,15,0.0,,,2024,6
2024-06-20,16,0.0,,,2024,6
2024-06-20,17,0.0,,,2024,6
2024-06-20,18,0.0,,,2024,6
2024-06-20,19,0.0,,,2024,6
2024-06-20,20,0.0,,,2024,6
2024-06-20,21,0.0,,,2024,6
2024-06-20,22,0.0,,,2024,6
2024-06-20,23,0.0,,,2024,6
2024-06-20,24,0.0,,,2024,6
2024-06-21,1,0.0,0.0,0.0,2024,6
2024-06-21,2,0.0,,,2024,6
2024-06-21,3,0.0,,,2024,6
2024-06-21,4,0.0,,,2024,6
2024-06-21,5,0.0,,,2024,6
2024-06-21,6,0.0,,,2024,6
2024-06-21,7,0.0,,,2024,6
2024-06-21,8,0.0,,,2024,6
2024-06-21,9,0.0,,,2024,6
2024-06-21,10,0.0,,,2024,6
2024-06-21,11,0.0,,,2024,6
2024-06-21,12,0.0,,,2024,6
2024-06-21,13,0.0,,,2024,6
2024-06-21,14,0.0,,,2024,6
2024-06-21,15,0.0,,,2024,6
2024-06-21,16,0.0,,,2024,6
2024-06-21,17,0.0,,,2024,6
2024-06-21,18,0.0,,,2024,6
2024-06-21,19,0.0,,,2024,6
2024-06-21,20,0.0,,,2024,6
2024-06-21,21,0.0,,,2024,6
2024-06-21,22,0.0,,,2024,6
2024-06-21,23,0.0,,,2024,6
2024-06-21,24,0.0,,,2024,6
2024-06-22,1,0.0,0.0,0.0,2024,6
2024-06-22,2,0.0,,,2024,6
2024-06-22,3,0.0,,,2024,6
2024-06-22,4,0.0,,,2024,6
2024-06-22,5,0.0,,,2024,6
2024-06-22,6,0.0,,,2024,6
2024-06-22,7,0.0,,,2024,6
2024-06-22,8,0.0,,,2024,6
2024-06-22,9,0.0,,,2024,6
2024-06-22,10,0.0,,,2024,6
2024-06-22,11,0.0,,,2024,6
2024-06-22,12,0.0,0.0,0.0,2024,6
2024-06-22,13,0.0,0.0,0.0,2024,6
2024-06-22,14,0.0,0.0,0.0,2024,6
2024-06-22,15,0.0,0.0,0.0,2024,6
2024-06-22,16,0.0,0.0,0.0,2024,6
2024-06-22,17,0.0,0.0,0.0,2024,6
2024-06-22,18,0.0,0.0,0.0,2024,6
2024-06-22,19,0.0,0.0,0.0,2024,6
2024-06-22,20,0.0,,,2024,6
2024-06-22,21,0.0,,,2024,6
2024-06-22,22,0.0,,,2024,6
2024-06-22,23,0.0,,,2024,6
2024-06-22,24,0.0,,,2024,6
2024-06-23,1,0.0,0.0,0.0,2024,6
2024-06-23,2,0.0,,,2024,6
2024-06-23,3,0.0,,,2024,6
2024-06-23,4,0.0,,,2024,6
2024-06-23,5,0.0,,,2024,6
2024-06-23,6,0.0,,,2024,6
2024-06-23,7,0.0,,,2024,6
2024-06-23,8,0.0,,,2024,6
2024-06-23,9,0.0,0.0,0.0,2024,6
2024-06-23,10,0.0,0.0,0.0,2024,6
2024-06-23,11,0.0,0.0,0.0,2024,6
2024-06-23,12,0.0,0.0,0.0,2024,6
2024-06-23,13,0.0,0.0,0.0,2024,6
2024-06-23,14,0.0,0.0,0.0,2024,6
2024-06-23,15,0.0,0.0,0.0,2024,6
2024-06-23,16,0.0,0.0,0.0,2024,6
2024-06-23,17,0.0,0.0,0.0,2024,6
2024-06-23,18,0.0,0.0,0.0,2024,6
2024-06-23,19,0.0,0.0,0.0,2024,6
2024-06-23,20,0.0,0.0,0.0,2024,6
2024-06-23,21,0.0,,,2024,6
2024-06-23,22,0.0,,,2024,6
2024-06-23,23,0.0,,,2024,6
2024-06-23,24,0.0,,,2024,6
2024-06-24,1,0.0,0.0,0.0,2024,6
2024-06-24,2,0.0,,,2024,6
2024-06-24,3,0.0,,,2024,6
2024-06-24,4,0.0,,,2024,6
2024-06-24,5,0.0,,,2024,6
2024-06-24,8,0.0,,,2024,6
2024-06-24,9,0.0,,,2024,6
2024-06-24,10,0.0,,,2024,6
2024-06-24,11,0.0,,,2024,6
2024-06-24,12,0.0,,,2024,6
2024-06-24,13,0.0,,,2024,6
2024-06-24,14,0.0,,,2024,6
2024-06-24,15,0.0,,,2024,6
2024-06-24,16,0.0,,,2024,6
2024-06-24,17,0.0,,,2024,6
2024-06-24,18,0.0,,,2024,6
2024-06-24,19,0.0,,,2024,6
2024-06-24,20,0.0,,,2024,6
2024-06-24,21,0.0,,,2024,6
2024-06-24,22,0.0,,,2024,6
2024-06-24,23,0.0,,,2024,6
2024-06-25,1,0.0,0.0,0.0,2024,6
2024-06-25,2,0.0,,,2024,6
2024-06-25,3,0.0,,,2024,6
2024-06-25,4,0.0,,,2024,6
2024-06-25,5,0.0,,,2024,6
2024-06-25,6,0.0,,,2024,6
2024-06-25,7,0.0,,,2024,6
2024-06-25,8,0.0,,,2024,6
2024-06-25,9,0.0,,,2024,6
2024-06-25,10,0.0,,,2024,6
2024-06-25,11,0.0,,,2024,6
2024-06-25,12,0.0,,,2024,6
2024-06-25,13,0.0,,,2024,6
2024-06-25,14,0.0,,,2024,6
2024-06-25,15,0.0,,,2024,6
2024-06-25,16,0.0,,,2024,6
2024-06-25,17,0.0,,,2024,6
2024-06-25,18,0.0,,,2024,6
2024-06-25,19,0.0,,,2024,6
2024-06-25,20,0.0,,,2024,6
2024-06-25,21,0.0,,,2024,6
2024-06-25,22,0.0,,,2024,6
2024-06-25,23,0.0,,,2024,6
2024-06-25,24,0.0,,,2024,6
2024-06-26,1,0.0,0.0,0.0,2024,6
2024-06-26,2,0.0,,,2024,6
2024-06-26,3,0.0,,,2024,6
2024-06-26,4,0.0,,,2024,6
2024-06-26,5,0.0,,,2024,6
2024-06-26,6,0.0,,,2024,6
2024-06-26,7,0.0,,,2024,6
2024-06-26,8,0.0,,,2024,6
2024-06-26,9,0.0,,,2024,6
2024-06-26,10,0.0,,,2024,6
2024-06-26,11,0.0,,,2024,6
2024-06-26,12,0.0,,,2024,6
2024-06-26,13,0.0,,,2024,6
2024-06-26,14,0.0,,,2024,6
2024-06-26,15,0.0,,,2024,6
2024-06-26,16,0.0,,,2024,6
2024-06-26,17,0.0,,,2024,6
2024-06-26,18,0.0,,,2024,6
2024-06-26,19,0.0,,,2024,6
2024-06-26,20,0.0,,,2024,6
2024-06-26,21,0.0,,,2024,6
2024-06-26,22,0.0,,,2024,6
2024-06-26,23,0.0,,,2024,6
2024-06-26,24,0.0,,,2024,6
2024-06-27,1,0.0,0.0,0.0,2024,6
2024-06-27,2,0.0,,,2024,6
2024-06-27,3,0.0,,,2024,6
2024-06-27,4,0.0,,,2024,6
2024-06-27,5,0.0,,,2024,6
2024-06-27,6,0.0,,,2024,6
2024-06-27,7,0.0,,,2024,6
2024-06-27,8,0.0,,,2024,6
2024-06-27,9,0.0,,,2024,6
2024-06-27,10,0.0,,,2024,6
2024-06-27,11,0.0,,,2024,6
2024-06-27,12,0.0,,,2024,6
2024-06-27,13,0.0,,,2024,6
2024-06-27,14,0.0,,,2024,6
2024-06-27,15,0.0,,,2024,6
2024-06-27,16,0.0,,,2024,6
2024-06-27,17,0.0,,,2024,6
2024-06-27,18,0.0,,,2024,6
2024-06-27,19,0.0,,,2024,6
2024-06-27,20,0.0,,,2024,6
2024-06-27,21,0.0,,,2024,6
2024-06-27,22,0.0,,,2024,6
2024-06-27,23,0.0,,,2024,6
2024-06-27,24,0.0,,,2024,6
2024-06-28,1,0.0,0.0,0.0,2024,6
2024-06-28,2,0.0,,,2024,6
2024-06-28,3,0.0,,,2024,6
2024-06-28,4,0.0,,,2024,6
2024-06-28,5,0.0,,,2024,6
2024-06-28,6,0.0,,,2024,6
2024-06-28,7,0.0,,,2024,6
2024-06-28,8,0.0,,,2024,6
2024-06-28,9,0.0,,,2024,6
2024-06-28,10,0.0,,,2024,6
2024-06-28,11,0.0,,,2024,6
2024-06-28,12,0.0,,,2024,6
2024-06-28,13,0.0,,,2024,6
2024-06-28,14,0.0,,,2024,6
2024-06-28,15,0.0,,,2024,6
2024-06-28,16,0.0,,,2024,6
2024-06-28,17,0.0,,,2024,6
2024-06-28,18,0.0,,,2024,6
2024-06-28,19,0.0,,,2024,6
2024-06-28,20,0.0,,,2024,6
